Id,Class
2997,6
2998,2
2999,4
3000,3
3001,2
3002,7
3003,3
3004,1
3005,0
3006,9
3007,0
3008,7
3009,3
3010,3
3011,1
3012,6
3013,1
3014,2
3015,2
3016,7
3017,9
3018,0
3019,0
3020,9
3021,0
3022,9
3023,1
3024,8
3025,3
3026,7
3027,4
3028,7
3029,3
3030,7
3031,0
3032,4
3033,4
3034,8
3035,4
3036,8
3037,2
3038,6
3039,3
3040,6
3041,8
3042,6
3043,3
3044,5
3045,2
3046,0
3047,7
3048,3
3049,6
3050,5
3051,9
3052,7
3053,5
3054,2
3055,9
3056,7
3057,4
3058,9
3059,3
3060,4
3061,5
3062,1
3063,3
3064,2
3065,2
3066,1
3067,8
3068,3
3069,7
3070,2
3071,2
3072,3
3073,2
3074,1
3075,9
3076,9
3077,2
3078,2
3079,4
3080,2
3081,7
3082,6
3083,3
3084,0
3085,4
3086,2
3087,2
3088,9
3089,3
3090,3
3091,4
3092,1
3093,1
3094,9
3095,1
3096,4
3097,8
3098,8
3099,9
3100,3
3101,2
3102,5
3103,8
3104,8
3105,8
3106,7
3107,7
3108,8
3109,3
3110,2
3111,1
3112,3
3113,0
3114,0
3115,9
3116,2
3117,3
3118,3
3119,1
3120,4
3121,4
3122,3
3123,3
3124,5
3125,5
3126,5
3127,1
3128,5
3129,2
3130,6
3131,1
3132,1
3133,9
3134,2
3135,9
3136,9
3137,4
3138,0
3139,1
3140,9
3141,7
3142,7
3143,7
3144,7
3145,7
3146,8
3147,9
3148,0
3149,3
3150,1
3151,7
3152,6
3153,2
3154,2
3155,4
3156,2
3157,2
3158,3
3159,9
3160,7
3161,3
3162,4
3163,2
3164,9
3165,8
3166,5
3167,7
3168,9
3169,2
3170,1
3171,2
3172,4
3173,9
3174,1
3175,7
3176,7
3177,1
3178,7
3179,9
3180,3
3181,5
3182,3
3183,4
3184,3
3185,3
3186,1
3187,5
3188,1
3189,6
3190,5
3191,1
3192,9
3193,0
3194,7
3195,3
3196,7
3197,9
3198,7
3199,2
3200,1
3201,1
3202,1
3203,1
3204,1
3205,2
3206,7
3207,8
3208,0
3209,1
3210,5
3211,8
3212,9
3213,8
3214,7
3215,7
3216,3
3217,1
3218,0
3219,1
3220,7
3221,7
3222,2
3223,9
3224,1
3225,3
3226,1
3227,9
3228,2
3229,1
3230,9
3231,2
3232,9
3233,8
3234,1
3235,9
3236,2
3237,7
3238,8
3239,1
3240,9
3241,4
3242,1
3243,2
3244,9
3245,2
3246,6
3247,8
3248,5
3249,4
3250,9
3251,2
3252,9
3253,5
3254,1
3255,1
3256,1
3257,2
3258,1
3259,7
3260,9
3261,1
3262,6
3263,1
3264,1
3265,7
3266,9
3267,0
3268,7
3269,7
